,Mouse ID,Drug Regimen,Sex,Age_months,Weight (g),Timepoint,Tumor Volume (mm3),Metastatic Sites,Concat
422,a444,Ramicane,Female,10,25,5,44.00597487,0,a444-5
423,a444,Ramicane,Female,10,25,10,44.51255951,0,a444-10
424,a444,Ramicane,Female,10,25,15,43.00127957,0,a444-15
425,a444,Ramicane,Female,10,25,20,41.71461874,0,a444-20
426,a444,Ramicane,Female,10,25,25,42.29139437,0,a444-25
427,a444,Ramicane,Female,10,25,30,42.78627835,0,a444-30
428,a444,Ramicane,Female,10,25,35,41.73595083,0,a444-35
429,a444,Ramicane,Female,10,25,40,42.50492554,0,a444-40
430,a444,Ramicane,Female,10,25,45,43.04754260000001,0,a444-45
431,i557,Capomulin,Female,1,24,0,45.0,0,i557-0
432,i557,Capomulin,Female,1,24,5,42.2616653,0,i557-5
433,i557,Capomulin,Female,1,24,10,42.99207658,0,i557-10
434,i557,Capomulin,Female,1,24,15,43.529875700000005,0,i557-15
435,i557,Capomulin,Female,1,24,20,43.96789516,0,i557-20
436,i557,Capomulin,Female,1,24,25,44.59621854,0,i557-25
437,i557,Capomulin,Female,1,24,30,45.26138381,0,i557-30
438,i557,Capomulin,Female,1,24,35,45.94194901,0,i557-35
439,i557,Capomulin,Female,1,24,40,46.82106972,1,i557-40
440,i557,Capomulin,Female,1,24,45,47.68596303,1,i557-45
441,r921,Ramicane,Female,5,25,0,45.0,0,r921-0
442,r921,Ramicane,Female,5,25,5,45.56821083,0,r921-5
443,r921,Ramicane,Female,5,25,10,42.71192694,0,r921-10
444,r921,Ramicane,Female,5,25,15,43.52726054,0,r921-15
445,r921,Ramicane,Female,5,25,20,44.13631588,0,r921-20
446,r921,Ramicane,Female,5,25,25,42.65534089,1,r921-25
447,r921,Ramicane,Female,5,25,30,43.41938077,1,r921-30
448,w678,Ramicane,Female,5,24,0,45.0,0,w678-0
449,w678,Ramicane,Female,5,24,5,43.16637266,0,w678-5
450,y449,Ramicane,Male,19,24,0,45.0,0,y449-0
451,y449,Ramicane,Male,19,24,5,45.87754494,0,y449-5
452,y449,Ramicane,Male,19,24,10,46.37809248,0,y449-10
453,y449,Ramicane,Male,19,24,15,44.18345092,0,y449-15
454,a203,Infubinol,Female,20,23,0,45.0,0,a203-0
455,a203,Infubinol,Female,20,23,5,48.5084684,0,a203-5
456,a203,Infubinol,Female,20,23,10,51.852437200000004,1,a203-10
457,a203,Infubinol,Female,20,23,15,52.7778705,1,a203-15
458,a203,Infubinol,Female,20,23,20,55.17333648,1,a203-20
459,a203,Infubinol,Female,20,23,25,56.79320832,1,a203-25
460,a203,Infubinol,Female,20,23,30,59.52319728,1,a203-30
461,a203,Infubinol,Female,20,23,35,61.93165007,2,a203-35
462,a203,Infubinol,Female,20,23,40,63.59349002,2,a203-40
463,a203,Infubinol,Female,20,23,45,67.97341878,2,a203-45
464,a251,Infubinol,Female,21,25,0,45.0,0,a251-0
465,a251,Infubinol,Female,21,25,5,46.98212719,0,a251-5
466,a251,Infubinol,Female,21,25,10,48.59117901,1,a251-10
467,a251,Infubinol,Female,21,25,15,50.53445603,1,a251-15
468,a251,Infubinol,Female,21,25,20,54.46259376,1,a251-20
469,a251,Infubinol,Female,21,25,25,57.41464570000001,1,a251-25
470,a251,Infubinol,Female,21,25,30,59.86124129,1,a251-30
471,a251,Infubinol,Female,21,25,35,60.90388455,1,a251-35
472,a251,Infubinol,Female,21,25,40,63.09507565,1,a251-40
473,a251,Infubinol,Female,21,25,45,65.52574285,1,a251-45
474,a262,Placebo,Female,17,29,0,45.0,0,a262-0
475,a262,Placebo,Female,17,29,5,48.71756819,1,a262-5
476,a262,Placebo,Female,17,29,10,49.59518129,1,a262-10
477,a262,Placebo,Female,17,29,15,53.82797367,2,a262-15
478,a262,Placebo,Female,17,29,20,57.01331331,2,a262-20
479,a262,Placebo,Female,17,29,25,60.13186217,2,a262-25
480,a262,Placebo,Female,17,29,30,64.95809178,3,a262-30
481,a262,Placebo,Female,17,29,35,66.56196302,4,a262-35
482,a262,Placebo,Female,17,29,40,69.59273198,4,a262-40
483,a262,Placebo,Female,17,29,45,70.71762058,4,a262-45
484,a275,Ceftamin,Female,20,28,0,45.0,0,a275-0
485,a275,Ceftamin,Female,20,28,5,46.79525728,0,a275-5
486,a275,Ceftamin,Female,20,28,10,47.37134328,0,a275-10
487,a275,Ceftamin,Female,20,28,15,49.73440359,0,a275-15
488,a275,Ceftamin,Female,20,28,20,50.51343652,1,a275-20
489,a275,Ceftamin,Female,20,28,25,53.57606417,1,a275-25
490,a275,Ceftamin,Female,20,28,30,54.44471317,2,a275-30
491,a275,Ceftamin,Female,20,28,35,56.35353804,2,a275-35
492,a275,Ceftamin,Female,20,28,40,60.92153868,3,a275-40
493,a275,Ceftamin,Female,20,28,45,62.99935619,3,a275-45
494,a366,Stelasyn,Female,16,29,0,45.0,0,a366-0
495,a366,Stelasyn,Female,16,29,5,48.95136773,0,a366-5
496,a366,Stelasyn,Female,16,29,10,53.52399007,0,a366-10
497,a366,Stelasyn,Female,16,29,15,55.26558163,0,a366-15
498,a366,Stelasyn,Female,16,29,20,57.28598742,0,a366-20
499,a366,Stelasyn,Female,16,29,25,59.01172817,0,a366-25
500,a366,Stelasyn,Female,16,29,30,63.44068627,1,a366-30
501,a401,Zoniferol,Female,8,25,0,45.0,0,a401-0
502,a401,Zoniferol,Female,8,25,5,46.11198591,0,a401-5
503,a401,Zoniferol,Female,8,25,10,47.7259374,1,a401-10
504,a401,Zoniferol,Female,8,25,15,49.93472542,1,a401-15
505,a401,Zoniferol,Female,8,25,20,52.20451136,2,a401-20
506,a401,Zoniferol,Female,8,25,25,54.20983551,3,a401-25
507,a401,Zoniferol,Female,8,25,30,55.91016159,3,a401-30
508,a401,Zoniferol,Female,8,25,35,60.34714467,3,a401-35
509,a401,Zoniferol,Female,8,25,40,61.76860538,4,a401-40
510,a401,Zoniferol,Female,8,25,45,66.79415599,4,a401-45
511,a457,Ketapril,Female,11,30,0,45.0,0,a457-0
512,a457,Ketapril,Female,11,30,5,47.462891,0,a457-5
513,a457,Ketapril,Female,11,30,10,49.78341894,0,a457-10
514,a492,Stelasyn,Male,20,25,0,45.0,0,a492-0
515,a492,Stelasyn,Male,20,25,5,46.40914339,0,a492-5
516,a492,Stelasyn,Male,20,25,10,48.43219661,0,a492-10
517,a492,Stelasyn,Male,20,25,15,51.985262899999995,0,a492-15
518,a492,Stelasyn,Male,20,25,20,53.67719253,0,a492-20
519,a492,Stelasyn,Male,20,25,25,54.70122868,1,a492-25
520,a492,Stelasyn,Male,20,25,30,56.20104104,1,a492-30
521,a492,Stelasyn,Male,20,25,35,57.30855379,1,a492-35
522,a492,Stelasyn,Male,20,25,40,57.92849897,1,a492-40
523,a492,Stelasyn,Male,20,25,45,60.12201052,1,a492-45
524,a577,Infubinol,Female,6,25,0,45.0,0,a577-0
525,a577,Infubinol,Female,6,25,5,46.197719899999996,1,a577-5
526,a577,Infubinol,Female,6,25,10,49.5096389,1,a577-10
527,a577,Infubinol,Female,6,25,15,50.91500662,2,a577-15
528,a577,Infubinol,Female,6,25,20,52.36518457,2,a577-20
529,a577,Infubinol,Female,6,25,25,54.38093154,2,a577-25
530,a577,Infubinol,Female,6,25,30,57.03186187,2,a577-30
531,a685,Infubinol,Male,8,30,0,45.0,0,a685-0
532,a685,Infubinol,Male,8,30,5,46.87048256,0,a685-5
533,a685,Infubinol,Male,8,30,10,47.66475264,0,a685-10
534,a685,Infubinol,Male,8,30,15,48.95147442,0,a685-15
535,a685,Infubinol,Male,8,30,20,49.49055902,0,a685-20
536,a685,Infubinol,Male,8,30,25,51.93995092,0,a685-25
537,a685,Infubinol,Male,8,30,30,55.45385519,1,a685-30
538,a685,Infubinol,Male,8,30,35,58.09262925,1,a685-35
539,a685,Infubinol,Male,8,30,40,60.56790371,2,a685-40
540,a685,Infubinol,Male,8,30,45,66.08306589,3,a685-45
541,a699,Propriva,Female,5,28,0,45.0,0,a699-0
542,a699,Propriva,Female,5,28,5,46.55308986,0,a699-5
543,a699,Propriva,Female,5,28,10,47.86737569,0,a699-10
544,a699,Propriva,Female,5,28,15,49.53040137,0,a699-15
545,a699,Propriva,Female,5,28,20,50.71242334,0,a699-20
546,a699,Propriva,Female,5,28,25,51.84638147,0,a699-25
547,a699,Propriva,Female,5,28,30,54.37934505,0,a699-30
548,a699,Propriva,Female,5,28,35,56.51068234,1,a699-35
549,a699,Propriva,Female,5,28,40,58.60544816,1,a699-40
550,a699,Propriva,Female,5,28,45,62.19141437,1,a699-45
551,a788,Zoniferol,Male,5,30,0,45.0,0,a788-0
552,a788,Zoniferol,Male,5,30,5,47.00658024,0,a788-5
553,a788,Zoniferol,Male,5,30,10,50.15972132,1,a788-10
554,a788,Zoniferol,Male,5,30,15,52.53994926,1,a788-15
555,a788,Zoniferol,Male,5,30,20,54.06098332,1,a788-20
556,a788,Zoniferol,Male,5,30,25,56.770280299999996,1,a788-25
557,a788,Zoniferol,Male,5,30,30,60.41370908,1,a788-30
558,a818,Naftisol,Female,12,28,0,45.0,0,a818-0
559,a818,Naftisol,Female,12,28,5,45.69670864,0,a818-5
560,a818,Naftisol,Female,12,28,10,49.79091948,0,a818-10
561,a818,Naftisol,Female,12,28,15,51.22756565,0,a818-15
562,a818,Naftisol,Female,12,28,20,54.8346245,0,a818-20
563,a818,Naftisol,Female,12,28,25,56.96627332,0,a818-25
564,a818,Naftisol,Female,12,28,30,60.07237198,0,a818-30
565,a818,Naftisol,Female,12,28,35,63.29854586,0,a818-35
566,a818,Naftisol,Female,12,28,40,69.27381374,1,a818-40
567,a818,Naftisol,Female,12,28,45,74.99776443,2,a818-45
568,a897,Placebo,Male,7,28,0,45.0,0,a897-0
569,a897,Placebo,Male,7,28,5,45.69112405,1,a897-5
570,a897,Placebo,Male,7,28,10,47.97292708,1,a897-10
571,a897,Placebo,Male,7,28,15,52.34308525,2,a897-15
572,a897,Placebo,Male,7,28,20,54.59570541,3,a897-20
573,a897,Placebo,Male,7,28,25,56.41331977,3,a897-25
574,a897,Placebo,Male,7,28,30,59.91693443,3,a897-30
575,a897,Placebo,Male,7,28,35,64.0528731,3,a897-35
576,a897,Placebo,Male,7,28,40,67.21174279,4,a897-40
577,a897,Placebo,Male,7,28,45,72.25596306,4,a897-45
578,a963,Stelasyn,Female,23,27,0,45.0,0,a963-0
579,a963,Stelasyn,Female,23,27,5,46.23350581,0,a963-5
580,a963,Stelasyn,Female,23,27,10,47.15052201,0,a963-10
581,a963,Stelasyn,Female,23,27,15,47.83685218,0,a963-15
582,a963,Stelasyn,Female,23,27,20,51.46373448,0,a963-20
583,a963,Stelasyn,Female,23,27,25,52.12980374,0,a963-25
584,a963,Stelasyn,Female,23,27,30,53.40166738,1,a963-30
585,a963,Stelasyn,Female,23,27,35,56.81397646,1,a963-35
586,a963,Stelasyn,Female,23,27,40,58.46378685,1,a963-40
587,a963,Stelasyn,Female,23,27,45,62.76509317,1,a963-45
588,b313,Zoniferol,Male,12,27,0,45.0,0,b313-0
589,b313,Zoniferol,Male,12,27,5,47.15443254,0,b313-5
590,b313,Zoniferol,Male,12,27,10,48.31937218,1,b313-10
591,b313,Zoniferol,Male,12,27,15,49.18838735,1,b313-15
592,b313,Zoniferol,Male,12,27,20,53.979679700000005,1,b313-20
593,b313,Zoniferol,Male,12,27,25,55.74514628,1,b313-25
594,b447,Ceftamin,Male,2,30,0,45.0,0,b447-0
595,b487,Ceftamin,Female,6,28,0,45.0,0,b487-0
596,b487,Ceftamin,Female,6,28,5,46.21397739,0,b487-5
597,b487,Ceftamin,Female,6,28,10,47.664387100000006,0,b487-10
598,b487,Ceftamin,Female,6,28,15,51.68325586,0,b487-15
599,b487,Ceftamin,Female,6,28,20,53.42766344,0,b487-20
600,b487,Ceftamin,Female,6,28,25,56.05774909,1,b487-25
601,b559,Naftisol,Male,20,26,0,45.0,0,b559-0
602,b559,Naftisol,Male,20,26,5,47.40989731,0,b559-5
603,b559,Naftisol,Male,20,26,10,48.03643202,0,b559-10
604,b559,Naftisol,Male,20,26,15,51.37886229,0,b559-15
605,b559,Naftisol,Male,20,26,20,55.65445572,1,b559-20
606,b559,Naftisol,Male,20,26,25,57.04366929,1,b559-25
607,b559,Naftisol,Male,20,26,30,61.19038663,1,b559-30
608,b559,Naftisol,Male,20,26,35,65.70576275,1,b559-35
609,b559,Naftisol,Male,20,26,40,69.96961645,1,b559-40
610,b559,Naftisol,Male,20,26,45,73.05136339,1,b559-45
611,b759,Ceftamin,Female,12,25,0,45.0,0,b759-0
612,b759,Ceftamin,Female,12,25,5,48.00919049,0,b759-5
613,b759,Ceftamin,Female,12,25,10,49.13335499,0,b759-10
614,b759,Ceftamin,Female,12,25,15,51.58779906,0,b759-15
615,b759,Ceftamin,Female,12,25,20,54.44303502,0,b759-20
616,b759,Ceftamin,Female,12,25,25,55.08363235,0,b759-25
617,b759,Ceftamin,Female,12,25,30,55.74282869,1,b759-30
618,b879,Stelasyn,Female,4,26,0,45.0,0,b879-0
619,b879,Stelasyn,Female,4,26,5,49.15615628,1,b879-5
620,b879,Stelasyn,Female,4,26,10,50.33894583,1,b879-10
621,b879,Stelasyn,Female,4,26,15,51.61838657,1,b879-15
622,b879,Stelasyn,Female,4,26,20,53.98343568,1,b879-20
623,b879,Stelasyn,Female,4,26,25,56.46998744,2,b879-25
624,b879,Stelasyn,Female,4,26,30,60.90761481,2,b879-30
625,b879,Stelasyn,Female,4,26,35,64.26088633,2,b879-35
626,b879,Stelasyn,Female,4,26,40,67.18912666,2,b879-40
627,b879,Stelasyn,Female,4,26,45,72.55523894,2,b879-45
628,c139,Infubinol,Male,11,28,0,45.0,0,c139-0
629,c139,Infubinol,Male,11,28,5,48.75311208,0,c139-5
630,c139,Infubinol,Male,11,28,10,49.99295391,0,c139-10
631,c139,Infubinol,Male,11,28,15,51.8332246,0,c139-15
632,c139,Infubinol,Male,11,28,20,56.74200681,0,c139-20
633,c139,Infubinol,Male,11,28,25,61.46196976,0,c139-25
634,c139,Infubinol,Male,11,28,30,64.14987077,1,c139-30
635,c139,Infubinol,Male,11,28,35,67.82141969,1,c139-35
636,c139,Infubinol,Male,11,28,40,69.42814095,2,c139-40
637,c139,Infubinol,Male,11,28,45,72.2267309,2,c139-45
638,c264,Zoniferol,Female,11,27,0,45.0,0,c264-0
639,c264,Zoniferol,Female,11,27,5,45.79170389,0,c264-5
640,c264,Zoniferol,Female,11,27,10,49.02659196,0,c264-10
641,c264,Zoniferol,Female,11,27,15,53.66494165,1,c264-15
642,c264,Zoniferol,Female,11,27,20,54.568195700000004,1,c264-20
643,c264,Zoniferol,Female,11,27,25,56.96676876,2,c264-25
644,c264,Zoniferol,Female,11,27,30,57.82391556,2,c264-30
645,c264,Zoniferol,Female,11,27,35,61.07479506,2,c264-35
646,c264,Zoniferol,Female,11,27,40,65.70832272,2,c264-40
647,c264,Zoniferol,Female,11,27,45,67.94212107,2,c264-45
648,c282,Placebo,Male,12,27,0,45.0,0,c282-0
649,c282,Placebo,Male,12,27,5,45.72568973,0,c282-5
650,c282,Placebo,Male,12,27,10,48.17950638,0,c282-10
651,c282,Placebo,Male,12,27,15,49.26607873,0,c282-15
652,c282,Placebo,Male,12,27,20,51.95057423,0,c282-20
653,c282,Placebo,Male,12,27,25,56.29220039,1,c282-25
654,c282,Placebo,Male,12,27,30,59.00590207,1,c282-30
655,c282,Placebo,Male,12,27,35,59.88765475,1,c282-35
656,c282,Placebo,Male,12,27,40,65.02179944,2,c282-40
657,c282,Placebo,Male,12,27,45,65.81516535,2,c282-45
658,c302,Zoniferol,Female,10,29,0,45.0,0,c302-0
659,c302,Zoniferol,Female,10,29,5,47.69067986,1,c302-5
660,c302,Zoniferol,Female,10,29,10,48.53356704,1,c302-10
661,c302,Zoniferol,Female,10,29,15,52.71663459,2,c302-15
662,c302,Zoniferol,Female,10,29,20,54.08090836,3,c302-20
663,c302,Zoniferol,Female,10,29,25,55.07622853,3,c302-25
664,c302,Zoniferol,Female,10,29,30,57.41974389,3,c302-30
665,c302,Zoniferol,Female,10,29,35,62.23657157,3,c302-35
666,c302,Zoniferol,Female,10,29,40,63.28107148,4,c302-40
667,c302,Zoniferol,Female,10,29,45,64.57522157,4,c302-45
668,c326,Infubinol,Female,18,25,0,45.0,0,c326-0
669,c326,Infubinol,Female,18,25,5,36.321345799999996,0,c326-5
670,c402,Stelasyn,Female,1,27,0,45.0,0,c402-0
671,c402,Stelasyn,Female,1,27,5,49.3426301,1,c402-5
672,c402,Stelasyn,Female,1,27,10,50.56689412,1,c402-10
673,c402,Stelasyn,Female,1,27,15,52.23071944,1,c402-15
674,c402,Stelasyn,Female,1,27,20,54.88332044,2,c402-20
675,c402,Stelasyn,Female,1,27,25,58.26988853,2,c402-25
676,c402,Stelasyn,Female,1,27,30,63.74319428,2,c402-30
677,c402,Stelasyn,Female,1,27,35,65.8079627,2,c402-35
678,c402,Stelasyn,Female,1,27,40,70.22229679,2,c402-40
679,c402,Stelasyn,Female,1,27,45,74.04039018,3,c402-45
680,c559,Zoniferol,Female,19,28,0,45.0,0,c559-0
681,c559,Zoniferol,Female,19,28,5,46.56263793,0,c559-5
682,c559,Zoniferol,Female,19,28,10,47.29326012,0,c559-10
683,c559,Zoniferol,Female,19,28,15,51.41490358,1,c559-15
684,c559,Zoniferol,Female,19,28,20,52.60436695,2,c559-20
685,c559,Zoniferol,Female,19,28,25,54.55544168,2,c559-25
686,c559,Zoniferol,Female,19,28,30,57.14614388,2,c559-30
687,c559,Zoniferol,Female,19,28,35,59.45504074,2,c559-35
688,c559,Zoniferol,Female,19,28,40,60.86184431,3,c559-40
689,c559,Zoniferol,Female,19,28,45,61.84005842,4,c559-45
690,c580,Ketapril,Male,22,25,0,45.0,0,c580-0
691,c580,Ketapril,Male,22,25,5,46.62845479999999,0,c580-5
692,c580,Ketapril,Male,22,25,10,47.57017382,1,c580-10
693,c580,Ketapril,Male,22,25,15,51.991708,1,c580-15
694,c580,Ketapril,Male,22,25,20,55.57532195,2,c580-20
695,c580,Ketapril,Male,22,25,25,56.28906231,2,c580-25
696,c580,Ketapril,Male,22,25,30,58.04656941,3,c580-30
697,c757,Placebo,Male,9,27,0,45.0,0,c757-0
698,c757,Placebo,Male,9,27,5,47.78327981,0,c757-5
699,c757,Placebo,Male,9,27,10,49.21931669,0,c757-10
700,c757,Placebo,Male,9,27,15,51.532603,0,c757-15
701,c757,Placebo,Male,9,27,20,52.81863401,1,c757-20
702,c757,Placebo,Male,9,27,25,57.10641821,2,c757-25
703,c757,Placebo,Male,9,27,30,60.09857184,2,c757-30
704,c757,Placebo,Male,9,27,35,64.29116351,2,c757-35
705,c757,Placebo,Male,9,27,40,66.60436771,2,c757-40
706,c757,Placebo,Male,9,27,45,69.04284082,3,c757-45
707,c766,Placebo,Female,13,26,0,45.0,0,c766-0
708,c766,Placebo,Female,13,26,5,47.31305537,0,c766-5
709,c766,Placebo,Female,13,26,10,49.50027098,1,c766-10
710,c766,Placebo,Female,13,26,15,50.59663325,2,c766-15
711,c766,Placebo,Female,13,26,20,53.00686463,3,c766-20
712,c766,Placebo,Female,13,26,25,58.21462437,3,c766-25
713,c766,Placebo,Female,13,26,30,60.2559245,3,c766-30
714,c766,Placebo,Female,13,26,35,65.95236791,4,c766-35
715,c766,Placebo,Female,13,26,40,67.68529456,4,c766-40
716,c766,Placebo,Female,13,26,45,69.82314577,4,c766-45
717,c819,Ketapril,Male,21,25,0,45.0,0,c819-0
718,c819,Ketapril,Male,21,25,5,45.76924864,1,c819-5
719,c819,Ketapril,Male,21,25,10,46.65839527,1,c819-10
720,c819,Ketapril,Male,21,25,15,48.37099912,1,c819-15
721,c819,Ketapril,Male,21,25,20,49.76241475,1,c819-20
722,c819,Ketapril,Male,21,25,25,51.82835706,1,c819-25
723,c819,Ketapril,Male,21,25,30,56.09899820000001,1,c819-30
724,c819,Ketapril,Male,21,25,35,57.72953466,1,c819-35
725,c819,Ketapril,Male,21,25,40,62.17570465,1,c819-40
726,c832,Ketapril,Male,18,29,0,45.0,0,c832-0
727,c832,Ketapril,Male,18,29,5,48.68546123,1,c832-5
728,c832,Ketapril,Male,18,29,10,49.81141262,1,c832-10
729,c832,Ketapril,Male,18,29,15,52.86453449,1,c832-15
730,c832,Ketapril,Male,18,29,20,56.71023353,1,c832-20
731,c832,Ketapril,Male,18,29,25,58.89181644,2,c832-25
732,c832,Ketapril,Male,18,29,30,60.49637579,2,c832-30
733,c832,Ketapril,Male,18,29,35,61.12448717,2,c832-35
734,c832,Ketapril,Male,18,29,40,62.57231816,2,c832-40
735,c832,Ketapril,Male,18,29,45,65.41595451,3,c832-45
736,c895,Infubinol,Female,7,29,0,45.0,0,c895-0
737,c895,Infubinol,Female,7,29,5,45.47754399,0,c895-5
738,c895,Infubinol,Female,7,29,10,49.77901542,0,c895-10
739,c895,Infubinol,Female,7,29,15,52.94946474,1,c895-15
740,c895,Infubinol,Female,7,29,20,53.67683960000001,2,c895-20
741,c895,Infubinol,Female,7,29,25,57.53419288,2,c895-25
742,c895,Infubinol,Female,7,29,30,60.96971133,2,c895-30
743,c927,Propriva,Female,4,26,0,45.0,0,c927-0
744,c927,Propriva,Female,4,26,5,46.35184205,0,c927-5
745,c927,Propriva,Female,4,26,10,50.96529767,1,c927-10
746,c927,Propriva,Female,4,26,15,53.26643087,1,c927-15
747,c927,Propriva,Female,4,26,20,55.48168922,1,c927-20
748,c927,Propriva,Female,4,26,25,56.54551947,2,c927-25
749,c927,Propriva,Female,4,26,30,60.753924600000005,2,c927-30
750,c927,Propriva,Female,4,26,35,61.87227365,3,c927-35
751,c927,Propriva,Female,4,26,40,64.18322918,4,c927-40
752,d133,Zoniferol,Male,5,30,0,45.0,0,d133-0
753,d164,Zoniferol,Male,21,28,0,45.0,0,d164-0
754,d164,Zoniferol,Male,21,28,5,46.61767061,0,d164-5
755,d164,Zoniferol,Male,21,28,10,47.47464468,1,d164-10
756,d474,Ketapril,Male,18,27,0,45.0,0,d474-0
757,d474,Ketapril,Male,18,27,5,45.91835225,0,d474-5
758,d474,Ketapril,Male,18,27,10,46.97496297,0,d474-10
759,d474,Ketapril,Male,18,27,15,47.77793584,0,d474-15
760,d474,Ketapril,Male,18,27,20,51.73149416,0,d474-20
761,d474,Ketapril,Male,18,27,25,54.27932462,0,d474-25
762,d474,Ketapril,Male,18,27,30,55.34134157,0,d474-30
763,d474,Ketapril,Male,18,27,35,56.47911257,0,d474-35
764,d474,Ketapril,Male,18,27,40,60.23373278,1,d474-40
765,e213,Naftisol,Male,8,27,0,45.0,0,e213-0
766,e213,Naftisol,Male,8,27,5,45.69925018,1,e213-5
767,e213,Naftisol,Male,8,27,10,47.39157120000001,2,e213-10
768,e213,Naftisol,Male,8,27,15,51.7916953,2,e213-15
769,e213,Naftisol,Male,8,27,20,52.61376289,2,e213-20
770,e213,Naftisol,Male,8,27,25,55.22447615,2,e213-25
771,e213,Naftisol,Male,8,27,30,56.45872864,3,e213-30
772,e213,Naftisol,Male,8,27,35,58.24585435,3,e213-35
773,e213,Naftisol,Male,8,27,40,60.23654797,3,e213-40
774,e213,Naftisol,Male,8,27,45,63.1056963,4,e213-45
775,e227,Placebo,Male,1,30,0,45.0,0,e227-0
776,e227,Placebo,Male,1,30,5,47.23801112,0,e227-5
777,e227,Placebo,Male,1,30,10,51.34975705,1,e227-10
778,e227,Placebo,Male,1,30,15,52.83394196,1,e227-15
779,e227,Placebo,Male,1,30,20,56.60755210000001,1,e227-20
780,e227,Placebo,Male,1,30,25,60.60029169,1,e227-25
781,e227,Placebo,Male,1,30,30,62.46438515,2,e227-30
782,e227,Placebo,Male,1,30,35,66.94912136,3,e227-35
783,e227,Placebo,Male,1,30,40,70.7152176,3,e227-40
784,e227,Placebo,Male,1,30,45,73.21293851,3,e227-45
785,e291,Naftisol,Female,14,29,0,45.0,0,e291-0
786,e291,Naftisol,Female,14,29,5,46.14250486,0,e291-5
787,e291,Naftisol,Female,14,29,10,48.52974125,1,e291-10
788,e291,Naftisol,Female,14,29,15,49.348426200000006,1,e291-15
789,e291,Naftisol,Female,14,29,20,52.53376479,1,e291-20
790,e291,Naftisol,Female,14,29,25,55.1389525,2,e291-25
791,e476,Infubinol,Male,23,26,0,45.0,0,e476-0
792,e476,Infubinol,Male,23,26,5,47.11180113,0,e476-5
793,e476,Infubinol,Male,23,26,10,49.43168536,0,e476-10
794,e476,Infubinol,Male,23,26,15,54.04621267,0,e476-15
795,e476,Infubinol,Male,23,26,20,55.24927296,0,e476-20
796,e476,Infubinol,Male,23,26,25,57.408638,0,e476-25
797,e476,Infubinol,Male,23,26,30,57.99279743,1,e476-30
798,e476,Infubinol,Male,23,26,35,60.064340200000004,1,e476-35
799,e476,Infubinol,Male,23,26,40,61.52527583,1,e476-40
800,e476,Infubinol,Male,23,26,45,62.43540402,1,e476-45
801,e584,Naftisol,Male,9,27,0,45.0,0,e584-0
802,e584,Naftisol,Male,9,27,5,45.656978499999994,0,e584-5
803,e584,Naftisol,Male,9,27,10,47.25064148,0,e584-10
804,e584,Naftisol,Male,9,27,15,48.43041053,1,e584-15
805,e584,Naftisol,Male,9,27,20,50.34492095,2,e584-20
806,e584,Naftisol,Male,9,27,25,51.38641908,2,e584-25
807,e584,Naftisol,Male,9,27,30,54.98440767,3,e584-30
808,e584,Naftisol,Male,9,27,35,58.08655989,3,e584-35
809,e584,Naftisol,Male,9,27,40,62.81687083,4,e584-40
810,e584,Naftisol,Male,9,27,45,68.3597767,4,e584-45
811,f129,Zoniferol,Female,11,29,0,45.0,0,f129-0
812,f129,Zoniferol,Female,11,29,5,47.00059399,0,f129-5
813,f129,Zoniferol,Female,11,29,10,48.17971908,1,f129-10
814,f129,Zoniferol,Female,11,29,15,49.98830246,1,f129-15
815,f234,Stelasyn,Male,14,28,0,45.0,0,f234-0
816,f234,Stelasyn,Male,14,28,5,47.31349062,0,f234-5
817,f234,Stelasyn,Male,14,28,10,47.90432375,0,f234-10
818,f234,Stelasyn,Male,14,28,15,48.73519714,1,f234-15
819,f234,Stelasyn,Male,14,28,20,51.11271293,2,f234-20
820,f234,Stelasyn,Male,14,28,25,52.17860221,2,f234-25
821,f234,Stelasyn,Male,14,28,30,56.87381654,2,f234-30
822,f234,Stelasyn,Male,14,28,35,57.74875831,2,f234-35
823,f278,Ketapril,Male,12,30,0,45.0,0,f278-0
824,f278,Ketapril,Male,12,30,5,48.19457788,0,f278-5
825,f345,Infubinol,Male,23,26,0,45.0,0,f345-0
826,f345,Infubinol,Male,23,26,5,45.5911466,0,f345-5
827,f345,Infubinol,Male,23,26,10,47.22244619,0,f345-10
828,f345,Infubinol,Male,23,26,15,48.35223854,0,f345-15
829,f345,Infubinol,Male,23,26,20,49.61338303,0,f345-20
830,f345,Infubinol,Male,23,26,25,53.0788944,0,f345-25
831,f345,Infubinol,Male,23,26,30,54.36379731,1,f345-30
832,f345,Infubinol,Male,23,26,35,56.52332726,1,f345-35
833,f345,Infubinol,Male,23,26,40,58.31559250000001,1,f345-40
834,f345,Infubinol,Male,23,26,45,60.91876652,1,f345-45
835,f394,Zoniferol,Male,19,30,0,45.0,0,f394-0
836,f394,Zoniferol,Male,19,30,5,47.03309963,0,f394-5
837,f436,Ceftamin,Female,3,25,0,45.0,0,f436-0
838,f436,Ceftamin,Female,3,25,5,46.37079759,1,f436-5
839,f436,Ceftamin,Female,3,25,10,48.14697758,2,f436-10
840,f436,Ceftamin,Female,3,25,15,48.72207785,2,f436-15
841,f545,Zoniferol,Female,20,26,0,45.0,0,f545-0
842,f545,Zoniferol,Female,20,26,5,46.56581263,0,f545-5
843,f545,Zoniferol,Female,20,26,10,51.07251225,0,f545-10
